age,gender,height_cm,weight_kg,workout_days_per_week,daily_calories,protein_intake_g,daily_steps,bmr,tdee,weekly_fat_loss_kg
42,female,158.2,71.9,5,1518,172.0,7391,1336.97,2425.83,0.7619
59,male,184.3,80.4,4,2595,150.4,6463,1665.54,2654.74,0.054
48,female,173.2,76.9,6,2609,150.3,5743,1450.78,2539.74,-0.0742
20,female,157.8,64.6,1,2030,124.6,2736,1371.06,1885.2,-0.1368
57,female,172.4,80.8,0,1380,139.0,5690,1439.07,1761.38,0.3557
63,female,157.8,56.6,5,1620,83.4,6219,1076.14,1917.3,0.29
41,male,178.7,83.6,4,1432,192.0,7878,1753.12,2861.24,1.3502
49,female,156.2,64.1,1,1419,141.2,12407,1211.12,2035.65,0.5399
64,male,196.0,84.2,5,2709,129.6,5960,1752.09,3070.36,0.3514
39,male,175.1,82.3,3,2721,179.2,4940,1727.53,2677.68,-0.0181
40,male,185.4,84.0,3,1608,170.3,5713,1803.9,2831.69,1.0335
19,male,174.6,87.0,4,1997,157.4,7883,1871.71,3045.3,0.9281
44,female,160.2,64.3,6,1550,106.4,8971,1263.43,2377.97,0.7138
59,female,154.4,68.8,7,1995,155.6,9320,1197.68,2491.59,0.4652
19,male,185.2,90.4,1,2574,189.9,9569,1971.58,2939.37,0.3425
43,male,175.6,81.9,3,2378,159.5,9923,1706.26,2890.85,0.4774
34,female,166.1,78.1,7,2283,157.0,6802,1488.61,2918.46,0.5685
57,male,184.0,91.7,4,1932,136.7,12632,1786.91,3151.31,1.1023
50,male,193.3,83.7,3,2442,156.9,6613,1800.83,2871.93,0.3903
26,male,178.3,75.3,3,2226,120.0,7773,1742.87,2840.1,0.5459
60,female,165.9,79.3,5,2141,127.5,10739,1368.4,2647.44,0.4834
56,female,158.8,70.3,7,1960,144.9,8916,1254.41,2579.18,0.5312
46,male,183.7,91.6,5,2111,211.8,1897,1839.16,3172.55,0.9412
59,male,184.7,86.1,3,2101,155.3,7514,1725.19,2799.75,0.639
43,female,160.7,67.3,7,1810,108.3,9654,1302.08,2706.66,0.8037
52,female,161.8,75.5,2,1729,154.7,4141,1345.01,1849.39,0.0764
42,male,185.0,76.0,7,1651,172.7,9376,1711.72,3471.08,1.5
41,female,169.7,83.9,5,1673,180.3,8475,1533.95,2819.81,1.0249
30,male,170.7,65.7,1,1934,149.0,10459,1578.68,2443.63,0.4378
24,male,172.2,87.3,4,1877,169.0,5770,1834.05,2881.27,0.9081
53,female,161.3,75.2,4,1783,161.7,9989,1333.84,2316.91,0.4588
62,male,183.0,81.0,6,1757,124.8,7899,1649.05,2989.55,1.1196
37,female,155.1,75.9,1,2102,132.7,11915,1382.55,2246.76,0.1207
18,male,182.0,86.0,1,2482,153.9,14465,1912.51,3102.95,0.549
25,male,179.9,91.6,1,1996,175.1,11345,1920.89,2958.47,0.8596
63,female,158.3,81.8,6,1973,190.5,8701,1331.34,2481.6,0.492
33,male,181.9,84.7,1,1673,192.6,13302,1823.39,2922.26,1.147
31,female,164.3,66.9,0,1922,102.7,9008,1380.03,1856.44,-0.1108
29,male,181.1,77.2,6,2417,121.4,5230,1763.41,3053.39,0.6054
40,male,180.1,80.5,4,2363,141.5,7401,1735.85,2810.63,0.4223
32,male,171.6,85.9,0,2339,145.2,9404,1776.57,2352.08,0.0258
45,female,164.8,70.5,6,2328,142.0,9564,1348.79,2554.87,0.2333
51,male,171.3,74.1,3,2153,170.6,4686,1561.19,2419.85,0.2432
19,female,158.7,86.2,3,2140,203.6,4766,1597.4,2475.98,0.3237
49,male,165.5,73.6,4,2086,151.2,6646,1530.98,2455.31,0.3221
40,female,160.6,67.2,3,1854,150.4,8836,1314.92,2229.93,0.3671
39,male,175.7,85.3,1,2029,164.1,9156,1760.51,2628.49,0.5513
42,female,168.4,75.3,6,2075,121.1,7853,1434.47,2617.11,0.4511
39,female,168.4,64.7,0,2222,124.5,5413,1343.24,1632.53,-0.4689
39,female,173.1,86.2,1,2035,168.6,11842,1588.43,2526.19,0.4426
59,female,172.7,71.8,3,2737,153.7,4819,1341.19,2078.84,-0.5
23,female,168.5,76.2,5,1577,123.4,10755,1538.9,2942.36,1.2284
32,female,152.7,68.2,7,2264,120.5,9347,1314.83,2715.53,0.3993
60,male,175.5,80.8,0,1986,142.5,10700,1609.64,2216.57,0.2169
54,male,187.2,66.7,1,2001,157.4,6388,1571.95,2230.84,0.1795
50,female,158.4,68.6,6,1716,126.5,7143,1265.04,2289.35,0.4745
25,female,167.4,84.3,4,2357,181.7,7637,1603.25,2616.89,0.2045
61,female,156.8,80.7,1,2228,173.5,6309,1320.58,1881.25,-0.3042
61,male,175.9,71.2,5,2292,118.6,8063,1511.3,2760.15,0.4209
22,male,172.0,84.8,3,2059,167.2,11447,1818.0,3140.25,1.0161
56,male,170.0,70.4,0,1886,161.6,4257,1491.73,1790.08,-0.0894
21,female,167.3,72.3,4,1977,135.5,5856,1502.08,2371.02,0.3837
23,male,183.1,79.8,0,2152,187.2,5585,1832.68,2228.46,0.049
62,male,172.6,78.5,4,1298,126.8,7263,1559.05,2529.68,1.1066
49,male,175.9,87.2,7,2306,128.5,7161,1731.2,3397.33,0.9928
47,male,181.9,84.0,6,2849,192.4,9430,1746.65,3234.47,0.3459
64,female,161.7,71.8,0,2168,161.3,7584,1247.68,1626.41,-0.4997
52,male,181.4,89.4,3,1902,213.9,8257,1772.8,2910.68,0.8911
57,female,161.1,66.1,6,1944,137.4,8496,1221.61,2282.07,0.2602
33,male,176.1,78.6,6,2248,183.7,8113,1726.6,3134.04,0.8247
30,male,177.6,87.9,7,1910,195.7,9258,1843.35,3715.26,1.5
59,male,177.2,84.0,4,2304,188.4,7194,1656.84,2677.8,0.3214
47,male,165.4,70.7,2,1939,139.2,11615,1511.06,2408.46,0.4381
36,male,185.4,71.3,0,2600,127.1,13854,1697.25,2479.4,-0.1146
34,male,171.0,79.4,0,2590,185.5,9265,1698.3,2251.22,-0.2751
36,female,149.8,54.8,1,1884,100.3,8069,1142.64,1724.58,-0.1847
45,male,177.1,78.0,4,1972,151.2,9061,1666.35,2785.89,0.7364
43,female,157.8,80.4,5,1992,148.5,4747,1414.43,2439.9,0.4008
54,female,164.3,78.7,2,1997,154.7,7950,1383.12,2049.29,0.0525
43,female,163.5,57.4,3,1668,107.3,5671,1219.33,1923.52,0.278
40,male,172.5,79.2,1,1619,114.7,8774,1674.96,2491.76,0.7893
26,male,178.3,77.7,7,2437,177.3,5684,1766.45,3390.45,0.8887
29,male,169.3,66.0,2,2381,121.7,6638,1577.67,2251.2,-0.1228
18,male,182.5,84.8,4,2375,168.7,2820,1903.41,2950.29,0.5548
18,female,164.2,69.9,2,1976,107.7,4566,1474.57,2027.54,0.0697
64,male,180.9,77.5,7,2662,108.8,8387,1591.01,3192.26,0.4719
51,male,178.7,81.4,6,1992,133.9,5327,1680.48,2915.17,0.827
49,female,161.6,67.7,0,2302,142.5,10159,1280.73,1794.83,-0.4465
42,female,156.6,71.2,6,1514,106.8,5115,1320.05,2282.83,0.6793
57,female,161.3,67.8,0,1920,156.7,8633,1240.75,1670.55,-0.2207
62,male,171.8,73.0,1,1945,117.9,5595,1499.08,2090.98,0.1216
18,male,183.2,90.4,7,1977,145.0,8463,1964.15,3905.04,1.5
33,male,164.2,82.6,4,1536,130.7,3663,1692.36,2623.17,0.9834
56,male,176.8,65.9,4,2246,93.2,6367,1488.94,2376.21,0.0973
22,male,179.3,86.7,2,2360,188.3,5384,1882.74,2607.97,0.2586
39,male,170.4,87.9,1,1740,199.9,9708,1753.34,2646.24,0.8314
46,male,172.6,90.1,4,1598,181.5,8655,1755.22,2903.34,1.1847
20,male,177.1,83.9,5,1731,133.2,4418,1850.54,3192.18,1.3411
29,male,183.7,74.2,5,2173,125.0,6992,1750.03,3118.4,0.8089
43,female,164.5,79.1,6,1791,148.3,5569,1442.94,2517.52,0.723
33,female,166.9,68.2,0,1953,160.5,9875,1398.81,1922.32,-0.0272
54,female,156.2,67.5,2,1624,111.3,10678,1220.43,1961.99,0.2481
39,male,175.1,81.9,3,2693,174.5,3895,1722.86,2670.43,0.0156
46,male,171.6,70.8,7,2026,130.2,9566,1554.86,3182.53,1.0292
31,male,182.1,72.8,0,2402,123.6,5441,1715.87,2081.1,-0.2608
45,female,155.5,73.7,1,2173,136.8,6867,1323.17,1912.71,-0.2326
22,female,151.2,83.0,4,1985,122.1,7580,1503.56,2459.52,0.384
64,male,172.4,87.5,0,1967,192.4,12041,1637.26,2316.77,0.3256
47,female,158.4,77.0,3,1746,126.5,4990,1363.79,2113.88,0.3399
63,male,183.6,90.5,3,1842,192.3,9586,1742.19,2929.7,1.0231
22,female,172.2,82.6,5,1647,121.3,4571,1631.28,2813.97,1.0763
29,female,159.1,75.2,1,1609,177.0,4398,1439.87,1979.82,0.2998
33,female,160.7,79.5,0,2730,126.7,7571,1473.79,1897.09,-0.4699
43,female,164.7,63.2,2,2098,144.2,7554,1284.63,1894.07,-0.1975
43,female,155.2,71.4,0,2513,157.9,1000,1308.52,1570.22,-0.4484
38,male,167.7,74.8,5,1722,177.2,10398,1611.33,3049.45,1.1961
56,female,163.1,74.0,6,1562,139.1,2152,1319.17,2275.56,0.6424
53,male,171.3,73.4,3,1658,156.1,7135,1544.41,2500.58,0.7415
50,female,166.7,79.2,1,1852,140.2,10819,1422.13,2246.38,0.3433
47,female,179.6,74.3,1,2013,117.7,13022,1469.22,2421.28,0.3485
54,female,163.6,69.3,2,1947,127.8,6592,1284.94,1846.39,-0.0563
40,male,184.4,77.8,1,1729,121.7,3917,1735.09,2385.75,0.5568
27,female,171.5,84.1,5,2031,200.3,10726,1616.84,3075.35,0.9738
22,female,153.5,69.0,5,2061,103.2,9662,1377.83,2609.86,0.5235
53,female,154.7,65.9,5,2246,131.1,6277,1199.8,2133.5,-0.0608
51,male,178.0,77.1,1,2515,156.2,5960,1633.39,2293.92,-0.1994
48,male,179.9,81.0,1,1873,156.9,5706,1698.76,2371.09,0.4223
27,male,176.1,92.2,5,2425,190.2,6638,1893.12,3347.53,0.8331
36,male,157.2,60.8,1,2023,92.2,8290,1415.68,2111.06,0.0978
49,female,164.6,79.5,7,1465,155.4,6084,1418.01,2748.42,1.1689
18,male,166.9,78.9,1,2624,133.1,6401,1747.03,2472.21,-0.1271
22,female,163.5,66.5,7,2795,155.7,9103,1416.49,2896.49,0.1329
62,male,167.2,87.0,3,2217,188.0,3793,1609.41,2494.58,0.2701
21,male,167.1,79.5,0,2031,188.6,6560,1739.3,2165.16,0.1275
33,female,158.1,67.1,4,1905,96.4,3310,1332.89,2065.98,0.091
41,female,153.2,54.1,7,1838,91.1,7771,1132.19,2289.72,0.3875
33,male,174.2,80.2,7,2424,128.0,2651,1731.23,3289.34,0.7748
19,female,169.9,76.1,1,1994,107.4,9725,1566.32,2389.94,0.3007
45,female,158.2,63.0,4,2586,103.4,4213,1232.69,1910.67,-0.5
49,male,191.7,77.9,6,2012,162.0,3068,1737.57,2997.31,0.8875
44,female,157.5,77.8,4,1856,126.9,6590,1381.59,2220.96,0.3289
37,female,165.0,58.6,3,1790,111.8,11777,1270.86,2308.69,0.4871
41,female,173.4,80.5,7,1740,184.3,9277,1523.11,3107.76,1.2375
29,male,188.2,83.2,1,2180,174.2,2694,1868.32,2568.95,0.3611
52,female,169.2,80.1,5,1547,143.8,4142,1437.83,2480.25,0.8359
50,male,174.1,76.0,4,1714,134.7,6510,1602.75,2559.77,0.7705
50,male,185.9,86.0,1,2464,159.6,13095,1777.13,2848.3,0.3633
60,male,182.7,76.3,2,1666,120.3,5152,1609.29,2220.37,0.5482
54,male,184.5,82.6,6,2302,168.1,5172,1714.72,2966.49,0.5887
29,female,171.6,81.1,5,1278,143.2,11318,1578.22,3038.33,1.5
20,female,160.2,73.3,2,2508,165.1,7987,1473.68,2175.66,-0.2756
18,female,152.6,71.7,2,1555,154.6,10132,1419.57,2208.5,0.5505
50,male,178.3,72.8,4,1693,146.4,5682,1597.99,2510.98,0.8033
57,male,176.0,74.5,2,2238,131.4,7245,1564.34,2263.22,0.0582
27,male,170.9,72.3,3,2095,116.4,10789,1660.78,2863.65,0.6478
60,female,161.6,70.5,3,2313,153.4,7137,1253.64,2049.99,-0.2282
61,male,164.8,85.0,4,1553,160.4,10307,1580.21,2714.68,1.0395
46,female,159.1,68.8,1,1900,111.8,8468,1291.49,1949.2,0.0332
30,female,157.9,61.9,0,1784,98.7,4900,1294.73,1553.67,-0.1989
29,male,169.1,80.4,1,1611,125.9,7459,1720.76,2489.0,0.8293
48,female,170.1,87.3,1,2209,190.1,9953,1535.12,2358.44,0.1223
63,male,158.5,61.2,1,2330,99.8,9173,1293.28,1986.91,-0.3255
19,female,166.9,90.9,1,1882,175.1,7399,1696.47,2452.6,0.5298
52,female,155.4,73.2,5,2533,135.6,2770,1282.52,2212.35,-0.2743
40,male,176.5,87.7,0,1725,173.6,3010,1784.64,2141.57,0.3485
34,male,177.1,91.4,5,2524,208.2,3541,1856.25,3202.02,0.6677
43,female,158.0,78.9,2,2197,178.9,6223,1400.03,1986.19,-0.2108
25,female,156.5,69.6,6,1572,128.7,6557,1387.79,2471.78,0.8471
46,male,191.1,95.7,1,2694,135.5,3811,1927.01,2649.64,-0.0263
43,female,164.4,76.0,6,1844,138.9,10056,1412.02,2688.54,0.7856
27,female,165.1,83.0,3,2422,166.5,4340,1565.75,2426.91,-0.0141
43,female,170.7,86.4,4,2051,169.2,4073,1555.22,2410.59,0.2752
51,male,177.8,71.3,4,2131,146.3,7720,1574.57,2576.58,0.4044
58,female,171.2,83.4,5,2315,129.6,9934,1452.91,2752.97,0.3973
24,female,159.9,70.5,5,2296,144.3,12637,1423.21,2836.89,0.4629
21,male,178.3,81.4,3,1880,128.8,8956,1828.27,3031.62,1.0742
62,male,183.9,83.8,1,2186,180.1,11449,1681.73,2634.82,0.4064
28,female,157.5,71.6,6,2160,124.5,4469,1398.85,2413.02,0.2059
46,male,161.9,85.0,7,2075,179.4,12899,1636.97,3505.2,1.318
53,female,167.9,64.6,6,1929,93.5,2846,1269.11,2189.21,0.2551
42,male,183.9,69.0,0,2074,124.7,6240,1634.36,2023.23,-0.0677
38,male,167.5,59.9,2,2689,126.1,8901,1461.39,2204.46,-0.4032
53,female,167.6,84.0,4,1897,136.6,3486,1461.2,2264.86,0.402
27,male,181.7,75.6,2,2422,166.0,5182,1761.82,2431.6,-0.0243
54,male,161.1,73.5,0,1783,149.4,4785,1477.24,1772.69,-0.015
26,male,170.4,75.8,5,1692,150.6,6724,1698.12,3015.45,1.2137
41,female,171.6,70.1,6,3147,122.9,11053,1407.31,2730.26,-0.3102
52,male,175.7,85.9,4,2189,161.7,7542,1702.35,2765.74,0.5023
52,male,171.8,76.3,2,2199,152.4,6342,1581.63,2241.84,0.0111
53,female,155.9,68.3,7,2208,127.8,1000,1231.22,2339.32,0.0907
35,male,188.7,86.8,5,2493,182.1,8666,1877.16,3421.4,0.881
56,female,157.1,76.5,0,2143,140.2,9475,1305.78,1790.68,-0.3413
49,male,172.1,69.8,7,2286,111.8,3249,1533.73,2914.09,0.5458
41,female,165.0,81.2,2,1630,131.1,7332,1477.9,2148.71,0.4789
40,male,180.8,92.9,7,2344,130.7,7982,1864.15,3690.99,1.2334
49,female,160.0,60.6,6,1917,103.1,9911,1200.27,2316.02,0.3948
54,male,175.6,81.2,1,2235,174.6,5688,1644.53,2295.63,0.0578
29,male,172.4,75.2,7,1400,164.9,5311,1689.44,3225.49,1.5
30,male,172.4,83.2,5,2221,133.3,6358,1763.86,3110.56,0.8059
40,male,172.8,68.0,0,1215,160.5,10711,1565.43,2164.07,0.8234
42,male,179.4,93.7,2,1903,178.3,10109,1853.56,2804.1,0.8128
52,male,170.0,63.7,6,1403,147.5,7446,1444.31,2613.73,1.1025
58,female,161.7,70.8,1,2222,149.2,10049,1267.95,1995.88,-0.2185
47,male,186.9,87.6,1,2024,185.9,1578,1813.82,2494.0,0.3801
34,male,179.3,75.2,0,1730,111.7,9479,1707.35,2272.77,0.4592
37,female,156.3,63.6,3,2502,103.0,4703,1266.68,1963.36,-0.4909
42,female,175.0,80.5,6,1686,113.4,11917,1527.57,2980.9,1.205
39,male,188.0,85.2,6,1200,180.4,4839,1837.72,3170.07,1.5
30,male,168.8,76.0,4,2180,132.6,5368,1670.18,2607.18,0.383
36,male,182.9,89.2,0,1382,195.0,8906,1860.3,2427.66,0.9294
53,female,177.7,76.8,1,1697,133.5,9147,1452.37,2204.36,0.4498
29,female,159.7,74.4,1,1819,165.2,6384,1436.84,2044.86,0.174
58,male,175.2,74.8,7,1502,114.4,8428,1557.43,3130.52,1.5
36,female,171.9,70.6,0,1827,111.0,8738,1439.43,1914.22,0.1432
29,female,158.0,68.8,3,1508,119.8,8482,1369.72,2297.16,0.6965
26,female,160.8,68.4,4,2057,123.7,6488,1398.03,2241.34,0.132
24,female,156.3,66.7,2,1570,116.7,8763,1363.25,2062.62,0.4781
45,male,175.9,88.5,0,2011,191.4,11015,1764.25,2417.85,0.3798
31,male,177.3,77.7,4,2407,116.4,4436,1735.27,2689.67,0.2673
48,male,181.1,76.2,6,2274,133.4,5399,1658.71,2881.22,0.5998
36,male,177.0,79.9,4,1971,178.7,7568,1730.28,2810.34,0.7217
64,female,158.9,72.3,7,1654,106.1,4859,1235.66,2347.75,0.5889
33,female,169.0,66.5,5,2056,155.9,2991,1395.53,2407.29,0.3148
22,male,178.6,78.0,1,1756,186.1,10232,1790.78,2723.92,0.8814
52,male,182.9,79.6,7,2070,118.5,1928,1683.98,3199.56,1.0159
29,male,172.7,76.3,2,1400,129.1,6494,1702.5,2415.64,0.9974
42,female,164.1,79.7,0,2283,141.2,9397,1451.22,1961.31,-0.3013
38,male,163.7,74.8,7,2012,162.7,8166,1586.12,3171.94,1.0383
53,male,173.1,87.7,1,2773,175.0,6531,1698.57,2412.08,-0.3244
40,male,176.4,79.3,5,2457,162.1,4756,1700.57,2933.48,0.4622
33,male,175.6,93.2,7,2198,201.1,8359,1869.73,3720.44,1.3621
56,female,167.8,71.8,5,1957,109.0,5029,1326.24,2289.22,0.298
62,female,158.4,65.1,7,1745,145.4,8164,1169.97,2381.15,0.6086
59,male,179.6,85.2,1,2330,179.4,7852,1684.46,2458.73,0.1488
56,female,161.7,83.7,3,1920,165.4,7877,1406.08,2323.27,0.3734
31,female,156.1,59.2,4,2409,135.6,5899,1251.81,1985.26,-0.3126
48,female,158.5,69.7,0,2140,146.5,12587,1286.71,1923.4,-0.1378
22,male,165.7,69.7,0,2143,111.6,8395,1627.18,2122.37,-0.0608
52,male,172.0,78.5,0,2208,143.7,6803,1605.25,2016.45,-0.225
40,male,178.1,80.2,1,1678,151.9,8160,1720.37,2523.51,0.7924
46,female,162.7,84.0,6,1642,122.2,5563,1465.92,2556.87,0.8724
60,male,177.3,78.9,3,1630,185.8,6534,1602.19,2560.1,0.8387
28,male,180.8,92.4,2,2367,141.2,13479,1919.02,3062.61,0.6176
35,male,172.9,75.3,5,1669,157.9,5581,1663.81,2899.12,1.0937
64,female,158.8,78.9,1,1713,150.3,7305,1299.78,1902.45,0.1376
29,male,181.0,83.3,6,2188,118.7,6359,1824.09,3214.51,0.9672
26,female,166.4,88.7,2,1912,206.2,4900,1635.73,2249.13,0.2952
27,female,158.1,59.3,5,1867,133.6,8552,1285.62,2395.29,0.4893
61,male,170.3,67.3,5,1837,129.5,7591,1437.29,2608.87,0.6472
34,female,160.0,86.7,3,1200,141.2,9777,1536.0,2619.64,1.3207
55,male,186.7,78.2,4,1662,118.9,9526,1678.87,2828.55,1.0785
24,female,166.2,69.4,0,2414,122.4,9751,1451.96,1979.91,-0.4346
63,male,178.6,73.4,7,1811,121.5,5204,1540.16,2936.51,1.0308
30,female,165.8,83.8,2,1335,159.8,9102,1563.61,2355.07,0.9276
57,female,171.3,67.0,1,1647,158.7,9163,1294.93,1988.68,0.2969
59,female,162.5,73.3,2,2126,144.8,4947,1292.67,1777.42,-0.4039
26,female,159.5,69.6,4,2119,159.5,6703,1401.95,2258.17,0.1067
44,male,175.5,87.3,0,1897,179.0,3859,1755.06,2106.07,0.1991
19,female,162.0,68.4,2,1759,128.2,9174,1439.87,2188.52,0.3742
22,female,156.6,73.8,4,1509,166.4,9162,1445.46,2448.57,0.8473
46,female,155.4,60.6,1,2129,113.3,11075,1185.98,1934.47,-0.1318
54,male,169.4,94.4,3,2293,214.2,6928,1738.08,2790.42,0.4496
55,female,163.8,71.8,6,2451,121.4,8628,1305.57,2433.51,-0.0789
36,female,159.5,71.8,5,1611,109.8,9969,1373.92,2618.47,0.9101
25,female,161.6,86.0,1,2478,193.9,5615,1583.52,2208.08,-0.2423
62,male,170.9,72.2,0,1980,143.5,5235,1485.13,1793.9,-0.1941
18,female,161.2,85.9,5,2009,196.6,5692,1615.72,2821.71,0.7606
39,male,173.6,74.8,6,2313,174.9,6626,1643.22,2915.85,0.5044
34,female,165.0,79.6,1,1811,115.7,5323,1496.0,2073.15,0.2345
24,male,179.4,76.1,7,1243,144.7,5800,1767.44,3398.15,1.4558
42,female,169.8,65.6,1,2247,116.4,9702,1346.39,2086.39,-0.1546
62,female,159.6,75.2,1,2122,152.3,7259,1278.34,1870.67,-0.2072
21,male,167.6,80.5,7,1874,176.7,8266,1752.8,3493.62,1.4676
53,female,164.3,63.4,1,2218,106.5,6123,1234.71,1753.88,-0.4284
23,male,178.7,78.0,5,2289,152.6,5959,1786.81,3130.2,0.7652
48,female,166.4,84.5,0,1471,178.2,8213,1484.31,1941.83,0.4305
36,female,153.9,74.0,6,2008,113.6,7815,1361.12,2488.68,0.4579
61,female,173.5,74.9,4,1203,165.8,9444,1367.3,2341.51,1.0561
56,female,163.3,68.7,2,1957,137.8,10753,1266.79,2029.48,0.1088
44,female,166.5,90.5,7,1870,212.6,5771,1564.31,3010.74,1.0425
27,male,179.8,69.4,3,2172,120.6,9652,1687.58,2848.35,0.5649
43,male,165.9,74.2,7,1624,111.9,4800,1569.15,2981.38,1.2593
36,female,169.6,64.6,6,1852,123.2,12684,1365.21,2739.19,0.8466
56,female,174.6,89.1,2,1200,132.4,5534,1541.26,2145.94,0.9338
20,female,171.4,77.1,2,2195,182.6,9226,1581.01,2385.18,0.2163
62,female,166.3,76.3,3,1969,109.7,4781,1331.25,2063.44,0.0711
30,male,166.3,97.0,6,2031,208.9,7119,1864.41,3322.06,1.1797
45,female,163.8,69.0,5,1477,132.8,11364,1327.3,2607.8,1.0196
37,male,178.5,94.3,0,2139,166.8,5455,1878.73,2277.23,0.1132
45,female,164.4,70.9,3,2578,103.9,13010,1350.15,2493.23,-0.0809
25,male,166.2,72.9,0,1935,147.5,7486,1648.17,2102.1,0.1902
58,male,190.9,107.0,5,2228,212.4,9939,1978.05,3659.09,1.2537
56,male,180.8,80.1,2,1695,134.6,8507,1656.19,2452.61,0.6584
18,male,195.4,77.0,0,1973,177.8,8642,1906.03,2469.33,0.4877
20,female,159.8,74.2,5,1464,126.4,3934,1479.09,2551.43,1.0322
30,male,183.7,81.3,5,2276,150.4,6317,1816.01,3198.47,0.819
45,male,182.5,85.0,4,2056,165.3,10489,1770.76,3019.12,0.9251
42,male,175.0,77.7,3,1573,116.5,6639,1665.2,2663.0,1.02
50,male,186.9,101.8,4,1719,237.5,7847,1941.18,3151.17,1.2936
55,male,174.2,82.8,7,2021,147.0,3631,1646.78,3128.89,0.9338
23,male,174.5,69.9,2,2323,103.5,6156,1679.6,2367.24,-0.0101
61,female,164.1,74.9,3,2518,133.8,10307,1308.41,2293.39,-0.2238
62,female,158.6,65.0,2,1953,130.0,4293,1170.34,1609.22,-0.2898
49,female,163.1,71.4,4,1522,136.6,9292,1327.04,2271.52,0.7039
62,male,173.1,70.6,6,2083,147.9,7944,1483.47,2706.19,0.5521
64,male,169.8,93.3,5,2625,135.8,6910,1679.1,2991.94,0.3269
38,female,169.1,70.6,2,1432,118.9,6800,1411.31,2030.55,0.5431
33,male,180.1,86.5,3,1666,192.1,6272,1831.16,2901.89,1.1171
38,male,177.1,77.1,7,2214,114.1,6495,1692.71,3290.9,0.9841
28,male,182.0,72.6,3,2054,163.8,9824,1728.48,2920.34,0.7869
54,male,185.9,85.2,2,1809,127.1,6419,1748.8,2475.55,0.5555
53,male,174.4,81.7,3,2077,182.5,12018,1647.05,2903.83,0.7454
52,male,173.7,82.6,7,2342,145.5,8248,1656.43,3309.61,0.8788
36,female,167.9,54.6,5,1966,109.8,6059,1254.42,2216.83,0.2581
37,female,153.2,59.0,6,1935,91.7,9933,1201.84,2319.82,0.325
35,female,163.7,81.3,5,2206,119.2,9059,1500.57,2791.43,0.5382
64,female,164.9,66.8,3,1905,108.0,3364,1217.95,1887.82,0.001
58,female,163.8,75.3,7,2400,115.1,4913,1325.94,2519.28,0.1041
31,female,161.0,62.4,7,2709,106.8,7211,1314.08,2607.3,-0.1454
32,female,156.9,76.5,2,1687,146.4,3540,1424.49,1958.67,0.2768
48,male,173.0,85.3,4,1562,169.6,12726,1699.14,3019.97,1.3474
18,male,165.3,80.3,3,2130,175.7,9555,1750.89,2941.63,0.7446
20,male,181.8,90.1,3,1550,185.2,7466,1942.29,3133.86,1.441
33,female,173.6,90.6,3,1544,182.1,6643,1665.54,2663.73,0.9644
40,female,147.2,56.8,3,1283,103.0,6000,1126.99,1796.83,0.4906
28,male,169.8,70.1,2,1866,131.4,2589,1627.66,2238.03,0.3826
29,female,163.7,80.8,4,1988,146.7,3167,1525.17,2364.02,0.308
27,male,171.8,86.3,4,1819,193.6,12252,1806.8,3163.14,1.2624
49,female,157.5,65.5,0,2487,106.7,11433,1233.23,1801.52,-0.4661
33,male,182.7,76.3,3,2461,107.2,6060,1744.99,2757.73,0.2359
25,male,175.2,73.6,3,2675,151.1,9769,1711.63,2891.48,0.1849
55,male,184.9,70.4,0,2016,112.8,8766,1589.65,2095.88,0.0305
29,male,169.6,66.1,4,2414,151.5,9060,1581.1,2653.7,0.2157
41,male,168.6,65.9,7,2108,148.9,3937,1512.8,2874.31,0.71
45,male,183.0,80.0,7,2073,118.2,2979,1724.21,3275.99,1.0541
25,female,178.9,82.7,1,1836,124.5,10456,1658.52,2553.27,0.6633
45,female,157.6,74.4,5,1208,141.0,2551,1343.04,2316.74,1.0272
53,male,169.1,72.0,1,2223,144.7,7129,1516.62,2191.8,-0.0088
43,female,166.0,70.8,4,2404,118.6,6580,1369.96,2202.43,-0.1696
25,female,160.9,73.4,6,1466,155.4,6349,1453.68,2575.04,0.9713
45,male,172.8,65.8,3,1997,131.3,8286,1518.04,2517.26,0.4697
45,male,178.6,88.0,1,2347,151.9,5806,1776.71,2483.27,0.1344
54,male,189.6,95.6,2,1874,136.3,8489,1876.19,2754.22,0.8439
58,male,179.7,75.9,7,2418,163.1,7852,1596.53,3176.01,0.6896
53,female,159.4,68.5,2,1951,110.7,12746,1255.84,2114.08,0.1611
44,male,173.0,87.8,0,1816,196.2,4036,1744.37,2093.24,0.2239
34,female,159.7,70.9,4,2438,129.0,7573,1375.67,2260.94,-0.1952
26,female,172.6,82.4,4,1673,162.9,8578,1611.46,2676.66,0.8738
50,male,165.9,73.9,1,1746,168.0,6858,1530.83,2197.8,0.3979
37,female,164.7,86.6,3,1687,195.9,4157,1549.0,2400.96,0.7113
30,male,183.8,86.6,4,1600,153.5,10642,1869.98,3180.57,1.4247
45,female,164.7,78.5,1,2054,126.3,8342,1428.25,2130.95,0.0813
46,male,177.2,84.3,1,1820,183.3,4332,1725.56,2372.65,0.5187
30,female,160.8,67.9,5,2171,124.5,8596,1373.22,2548.6,0.3105
63,female,161.5,69.0,5,1393,109.8,11753,1223.05,2447.42,0.9456
52,male,178.1,86.3,4,1607,198.9,7409,1721.11,2788.17,1.0924
